ZFIN ID	Symbol	NCBI Gene ID	Ensembl ID
ZDB-GENE-010614-1	cxcr4b	114447	ENSDARG00000041959
ZDB-GENE-010618-1	efnb2b	114402	ENSDARG00000074050
ZDB-GENE-010618-2	efnb1	114377	ENSDARG00000007723
ZDB-GENE-010618-3	efnb3b	114378	ENSDARG00000042277
ZDB-GENE-010619-1	gjc4a.1	114404	ENSDARG00000034207
ZDB-GENE-010619-2	gjb1a	114405	ENSDARG00000035553
ZDB-GENE-010620-1	nots	114367	ENSDARG00000099824
ZDB-GENE-010621-1	zeb1b	114425	ENSDARG00000013207
ZDB-GENE-010622-1	zp2.2	114438	ENSDARG00000105346
ZDB-GENE-010622-2	zp2.3	114439	ENSDARG00000090237
ZDB-GENE-010625-1	dusp5	114436	ENSDARG00000019307
ZDB-GENE-010702-1	lmo4a	114412	ENSDARG00000013853
ZDB-GENE-010705-1	gng3	114462	ENSDARG00000009553
ZDB-GENE-010713-1	cnmd	791772	ENSDARG00000100133
ZDB-GENE-010716-1	irx1b	114430	ENSDARG00000056594
ZDB-GENE-010716-2	irx5a	573346	ENSDARG00000034043
ZDB-GENE-010716-3	lcat	793137	ENSDARG00000099424
ZDB-GENE-010717-1	znf703	114429	ENSDARG00000035563
ZDB-GENE-010718-1	atp1b2b	114457	ENSDARG00000034424
ZDB-GENE-010724-1	blzf1	114452	ENSDARG00000011299
ZDB-GENE-010724-10	epha3	795902	ENSDARG00000039373
ZDB-GENE-010724-11	ppp1r12c	570218	ENSDARG00000052423
ZDB-GENE-010724-12	casq2	114410	ENSDARG00000008982
ZDB-GENE-010724-14	ceacam1	114465	ENSDARG00000041119
ZDB-GENE-010724-15	rps9	114420	ENSDARG00000011405
ZDB-GENE-010724-16	dnase2	100000399	ENSDARG00000073893
ZDB-GENE-010724-17	erf	560416	ENSDARG00000063417
ZDB-GENE-010724-18	apoea	553587	ENSDARG00000102004
ZDB-GENE-010724-2	capn9	445107	ENSDARG00000012341
ZDB-GENE-010724-3	sec22ba	114464	ENSDARG00000030108
ZDB-GENE-010724-4	mpz	114417	ENSDARG00000038609
ZDB-GENE-010724-5	arf1	114428	ENSDARG00000009484
ZDB-GENE-010724-6	fh	393938	ENSDARG00000075132
ZDB-GENE-010724-7	copb2	114454	ENSDARG00000038743
ZDB-GENE-010724-8	dlg1a	114446	ENSDARG00000009677
ZDB-GENE-010724-9	arpc4	114456	ENSDARG00000054063
ZDB-GENE-010726-1	btg1	114432	ENSDARG00000027249
ZDB-GENE-010727-1	etv6	114444	
ZDB-GENE-010730-1	bcl2l1	114401	ENSDARG00000008434
ZDB-GENE-010801-1	tnfsf10l	114466	ENSDARG00000004196
ZDB-GENE-010802-1	tnfrsfa	114461	ENSDARG00000004451
ZDB-GENE-010803-1	sim2	114450	
ZDB-GENE-010803-2	spry4	114437	ENSDARG00000068732
ZDB-GENE-010813-1	crybb1	114418	ENSDARG00000068507
ZDB-GENE-010814-1	f7	114423	ENSDARG00000034862
ZDB-GENE-010816-1	odc1	114426	ENSDARG00000007377
ZDB-GENE-010817-1	angpt1	114407	ENSDARG00000030364
ZDB-GENE-010817-2	angpt2b	114408	ENSDARG00000053906
ZDB-GENE-010817-3	angptl3	114421	ENSDARG00000044365
ZDB-GENE-010822-1	ncam2	114441	ENSDARG00000017466
ZDB-GENE-010822-2	ncam1b	114442	ENSDARG00000007220
ZDB-GENE-010822-3	bivm	555455	ENSDARG00000061409
ZDB-GENE-010906-1	ache	114549	ENSDARG00000031796
ZDB-GENE-010906-2	ednraa	114550	ENSDARG00000011876
ZDB-GENE-010907-1	pklr	114551	ENSDARG00000042010
ZDB-GENE-010919-1	mitfb	114833	ENSDARG00000037833
ZDB-GENE-010919-2	tfe3a	114834	ENSDARG00000098903
ZDB-GENE-010919-3	tfe3b	564996	ENSDARG00000019457
ZDB-GENE-011003-1	adh5	116517	ENSDARG00000080010
ZDB-GENE-011010-1	ndufb5	797063	ENSDARG00000070824
ZDB-GENE-011010-2	gabpa	58110	ENSDARG00000069289
ZDB-GENE-011010-3	aldh1a2	116713	ENSDARG00000053493
ZDB-GENE-011015-1	smad6a	116992	ENSDARG00000053209
ZDB-GENE-011018-1	cldn8.1	445278	
ZDB-GENE-011018-2	cct6a	116994	ENSDARG00000021252
ZDB-GENE-011022-1	ugdh	116991	ENSDARG00000019838
ZDB-GENE-011023-1	vcana	116993	ENSDARG00000103515
ZDB-GENE-011026-1	sox32	116990	ENSDARG00000100591
ZDB-GENE-011101-2	dcc	569360	ENSDARG00000104282
ZDB-GENE-011101-3	mab21l2	117234	ENSDARG00000015266
ZDB-GENE-011102-1	ngb	100000711	ENSDARG00000053475
ZDB-GENE-011105-1	prkci	117507	ENSDARG00000021225
ZDB-GENE-011108-1	efna3b	117506	ENSDARG00000098295
ZDB-GENE-011108-2	sfrp5	117510	ENSDARG00000039041
ZDB-GENE-011109-1	klf2a	117508	ENSDARG00000042667
ZDB-GENE-011109-2	klf2b	117509	ENSDARG00000040432
ZDB-GENE-011115-1	ywhag1	117604	ENSDARG00000067626
ZDB-GENE-011116-1	klf3	117603	ENSDARG00000015495
ZDB-GENE-011119-1	gpc4	118437	ENSDARG00000015472
ZDB-GENE-011128-1	hsf2	140427	ENSDARG00000053097
ZDB-GENE-011128-10	gnat2	140429	ENSDARG00000042529
ZDB-GENE-011128-11	gnat1	140428	ENSDARG00000044199
ZDB-GENE-011128-2	jag1a	140421	ENSDARG00000030289
ZDB-GENE-011128-3	jag2b	140422	ENSDARG00000021389
ZDB-GENE-011128-4	jag1b	140423	ENSDARG00000013168
ZDB-GENE-011128-5	guca1a	140430	ENSDARG00000010454
ZDB-GENE-011128-6	guca1b	140431	ENSDARG00000013393
ZDB-GENE-011128-7	gucy2f	140424	ENSDARG00000025504
ZDB-GENE-011128-8	gc2	140425	ENSDARG00000018329
ZDB-GENE-011128-9	gucy2d	140426	ENSDARG00000026820
ZDB-GENE-011205-14	mt-co1	140539	ENSDARG00000063905
ZDB-GENE-011207-1	sox10	140616	ENSDARG00000077467
ZDB-GENE-011210-1	casp3a	140621	ENSDARG00000017905
ZDB-GENE-011210-2	xbp1	140614	ENSDARG00000035622
ZDB-GENE-011212-1	fads2	140615	ENSDARG00000019532
ZDB-GENE-011212-2	rab2a	140617	ENSDARG00000020261
ZDB-GENE-011212-3	vim	140599	ENSDARG00000010008
ZDB-GENE-011212-4	atic	140622	ENSDARG00000016706
ZDB-GENE-011212-5	prps1a	140620	ENSDARG00000015524
ZDB-GENE-011212-6	tfap2a	140618	ENSDARG00000059279
ZDB-GENE-011213-1	her9	140613	ENSDARG00000056438
ZDB-GENE-011214-1	admp	140619	ENSDARG00000025372
ZDB-GENE-011219-1	cyp1a	140634	ENSDARG00000098315
ZDB-GENE-011220-1	per1a	563926	ENSDARG00000056885
ZDB-GENE-011220-2	per2	140633	ENSDARG00000034503
ZDB-GENE-011221-1	nanos3	140631	ENSDARG00000068255
ZDB-GENE-020102-1	cxcr4a	140747	ENSDARG00000057633
ZDB-GENE-020103-1	irx7	140746	ENSDARG00000002601
ZDB-GENE-020103-2	ckbb	140744	ENSDARG00000043257
ZDB-GENE-020104-1	hnf1ba	792391	ENSDARG00000006615
ZDB-GENE-020107-1	ptpra	140818	ENSDARG00000001769
ZDB-GENE-020107-2	ptprfa	140819	ENSDARG00000103479
ZDB-GENE-020107-3	ptprsa	140820	ENSDARG00000059738
ZDB-GENE-020108-1	psap	140811	ENSDARG00000013968
ZDB-GENE-020108-2	ryr1a	798565	ENSDARG00000011422
ZDB-GENE-020111-1	lactb	553619	ENSDARG00000040803
ZDB-GENE-020111-2	cebpa	140815	ENSDARG00000036074
ZDB-GENE-020111-3	cebpb	140814	ENSDARG00000042725
ZDB-GENE-020111-4	cebpd	140817	ENSDARG00000087303
ZDB-GENE-020111-5	cebpg	140816	ENSDARG00000036073
ZDB-GENE-020114-1	ptk2ab	142986	ENSDARG00000004672
ZDB-GENE-020117-1	dmbx1a	142987	ENSDARG00000009922
ZDB-GENE-020117-2	gbx1	142985	ENSDARG00000071418
ZDB-GENE-020122-1	meis1b	170446	ENSDARG00000012078
ZDB-GENE-020122-2	meis2a	170454	ENSDARG00000098240
ZDB-GENE-020122-3	meis1a	170455	ENSDARG00000002937
ZDB-GENE-020122-5	pknox1.1	798151	ENSDARG00000018765
ZDB-GENE-020123-1	pknox1.2	170445	ENSDARG00000036542
ZDB-GENE-020123-2	s1pr2	170457	ENSDARG00000036548
ZDB-GENE-020125-1	gria1a	798689	ENSDARG00000021352
ZDB-GENE-020125-2	gria1b	403044	ENSDARG00000032714
ZDB-GENE-020125-3	gria2a	170450	ENSDARG00000070173
ZDB-GENE-020125-4	gria2b	170451	ENSDARG00000052765
ZDB-GENE-020125-5	gria3a	170452	ENSDARG00000032737
ZDB-GENE-020125-7	gria4a	407735	ENSDARG00000037496
ZDB-GENE-020129-1	cacna1c	170581	ENSDARG00000008398
ZDB-GENE-020205-1	ube4b	170784	ENSDARG00000037017
ZDB-GENE-020208-1	tlx2	170781	ENSDARG00000011273
ZDB-GENE-020213-1	mkrn1	170782	ENSDARG00000041665
ZDB-GENE-020213-2	mkrn2	170783	ENSDARG00000007630
ZDB-GENE-020220-1	appb	170846	ENSDARG00000055543
ZDB-GENE-020225-28	nitr2a	795524	ENSDARG00000043398
ZDB-GENE-020225-40	nitr5	100216319	ENSDARG00000077557
ZDB-GENE-020225-42	nitr6a	170984	ENSDARG00000076846
ZDB-GENE-020225-5	nitr1m	170971	ENSDARG00000087631
ZDB-GENE-020228-1	spns1	799873	ENSDARG00000011925
ZDB-GENE-020228-2	sall1a	555721	ENSDARG00000074319
ZDB-GENE-020228-3	sall1b	100149526	ENSDARG00000075891
ZDB-GENE-020228-4	sall3a	560775	ENSDARG00000079613
ZDB-GENE-020312-1	phc2a	171465	ENSDARG00000056695
ZDB-GENE-020318-1	fabp10a	171481	ENSDARG00000038439
ZDB-GENE-020318-2	fabp3	171478	ENSDARG00000023290
ZDB-GENE-020318-3	fabp1a	791610	ENSDARG00000019357
ZDB-GENE-020320-1	rbp5	171477	ENSDARG00000101481
ZDB-GENE-020320-2	rbp2a	568032	ENSDARG00000070038
ZDB-GENE-020320-3	crabp1a	171479	ENSDARG00000045926
ZDB-GENE-020320-4	crabp2a	171480	ENSDARG00000073978
ZDB-GENE-020320-5	il17rd	171474	ENSDARG00000098359
ZDB-GENE-020322-1	ccng1	171473	ENSDARG00000076667
ZDB-GENE-020326-1	psma6a	171585	ENSDARG00000019398
ZDB-GENE-020402-1	glra3	192124	ENSDARG00000011066
ZDB-GENE-020402-2	glra4b	192125	ENSDARG00000058103
ZDB-GENE-020402-3	dacha	192121	ENSDARG00000010132
ZDB-GENE-020402-4	dachb	192122	ENSDARG00000034785
ZDB-GENE-020402-5	dachc	692255	ENSDARG00000003142
ZDB-GENE-020415-1	elob	192341	ENSDARG00000097471
ZDB-GENE-020415-1	elob	192341	ENSDARG00000037980
ZDB-GENE-020415-2	calm2b	192322	
ZDB-GENE-020416-1	nutf2l	445204	ENSDARG00000014499
ZDB-GENE-020416-2	dcun1d2a	192303	ENSDARG00000040838
ZDB-GENE-020416-3	tpi1a	192309	ENSDARG00000025012
ZDB-GENE-020416-4	tpi1b	560753	ENSDARG00000040988
ZDB-GENE-020416-5	tbx6	192294	ENSDARG00000011785
ZDB-GENE-020418-1	ccna2	192295	ENSDARG00000011094
ZDB-GENE-020418-2	sec61a1a	192298	ENSDARG00000021669
ZDB-GENE-020419-1	u2af1	192328	ENSDARG00000015325
ZDB-GENE-020419-11	atp6v1e1b	192335	ENSDARG00000030694
ZDB-GENE-020419-12	rps5	192297	ENSDARG00000043453
ZDB-GENE-020419-13	srrt	192311	ENSDARG00000017762
ZDB-GENE-020419-14	snrpd1	192331	ENSDARG00000011648
ZDB-GENE-020419-15	ppp1r10	192329	ENSDARG00000032651
ZDB-GENE-020419-16	pole2	192320	ENSDARG00000100028
ZDB-GENE-020419-17	timm23a	798429	ENSDARG00000071396
ZDB-GENE-020419-18	taf7	100002261	ENSDARG00000019572
ZDB-GENE-020419-19	csnk1a1	192307	ENSDARG00000052674
ZDB-GENE-020419-2	rpl35	192299	ENSDARG00000018334
ZDB-GENE-020419-20	rps18	192300	ENSDARG00000100392
ZDB-GENE-020419-21	smc4	192332	ENSDARG00000038882
ZDB-GENE-020419-22	sf3b4	192318	ENSDARG00000018574
ZDB-GENE-020419-23	atp6v0ca	192336	ENSDARG00000057853
ZDB-GENE-020419-24	mcm2	192338	ENSDARG00000102798
ZDB-GENE-020419-25	rpl24	192301	ENSDARG00000099104
ZDB-GENE-020419-26	snrpc	192330	ENSDARG00000009871
ZDB-GENE-020419-27	mcm7	192333	ENSDARG00000101180
ZDB-GENE-020419-28	adssl	192305	ENSDARG00000012399
ZDB-GENE-020419-29	scarb2a	192340	ENSDARG00000098312
ZDB-GENE-020419-3	b3gat3	192334	ENSDARG00000001939
ZDB-GENE-020419-30	ddx19b	192339	ENSDARG00000005699
ZDB-GENE-020419-31	ncbp2	192325	ENSDARG00000014898
ZDB-GENE-020419-32	hdac1	192302	ENSDARG00000015427
ZDB-GENE-020419-33	vps18	100005887	ENSDARG00000070433
ZDB-GENE-020419-34	dtl	192314	ENSDARG00000023002
ZDB-GENE-020419-35	mak16	192312	ENSDARG00000003527
ZDB-GENE-020419-36	actl6a	192313	ENSDARG00000070828
ZDB-GENE-020419-37	uxs1	192315	ENSDARG00000056102
ZDB-GENE-020419-38	terfa	192316	ENSDARG00000039302
ZDB-GENE-020419-39	stil	192317	ENSDARG00000024904
ZDB-GENE-020419-4	mcm3	192323	ENSDARG00000024204
ZDB-GENE-020419-40	aurkb	791894	ENSDARG00000037640
ZDB-GENE-020419-5	cct3	192327	ENSDARG00000016173
ZDB-GENE-020419-6	cct2	192326	
ZDB-GENE-020419-7	cct7	192324	ENSDARG00000007385
ZDB-GENE-020419-9	slc25a5	192321	ENSDARG00000092553
ZDB-GENE-020423-1	rpl36a	195819	ENSDARG00000058105
ZDB-GENE-020423-2	atp6ap1b	195824	ENSDARG00000037153
ZDB-GENE-020423-3	eef1g	195822	ENSDARG00000056119
ZDB-GENE-020423-4	naca	195823	ENSDARG00000005513
ZDB-GENE-020423-5	fshr	195820	ENSDARG00000071494
ZDB-GENE-020424-1	mtf1	195821	ENSDARG00000102898
ZDB-GENE-020424-2	lmnb1	195816	ENSDARG00000044299
ZDB-GENE-020424-3	lmna	195815	ENSDARG00000013415
ZDB-GENE-020424-4	lmnl3	195817	ENSDARG00000007751
ZDB-GENE-020426-1	kif11	195818	ENSDARG00000010948
ZDB-GENE-020430-2	flot1b	245697	ENSDARG00000037998
ZDB-GENE-020430-3	flot2a	245698	ENSDARG00000004830
ZDB-GENE-020501-1	atp1a1a.5	245703	ENSDARG00000040252
ZDB-GENE-020503-1	igf1ra	245701	ENSDARG00000027423
ZDB-GENE-020503-2	igf1rb	245702	ENSDARG00000034434
ZDB-GENE-020503-3	insra	245699	ENSDARG00000011948
ZDB-GENE-020503-4	insrb	245700	ENSDARG00000071524
ZDB-GENE-020506-1	ros1	245951	ENSDARG00000087197
ZDB-GENE-020507-1	ptk2bb	245950	ENSDARG00000039577
ZDB-GENE-020507-2	invs	245946	ENSDARG00000002213
ZDB-GENE-020507-3	vangl2	245949	ENSDARG00000027397
ZDB-GENE-020508-1	cryaa	100000769	ENSDARG00000053502
ZDB-GENE-020509-1	nek8	171094	ENSDARG00000045626
ZDB-GENE-020509-2	gbx2	245948	ENSDARG00000002933
ZDB-GENE-020513-1	cygb1	246090	ENSDARG00000099371
ZDB-GENE-020513-2	gpia	246094	ENSDARG00000012987
ZDB-GENE-020513-3	gpib	246095	ENSDARG00000103826
ZDB-GENE-020514-1	cpa5	246092	ENSDARG00000021339
ZDB-GENE-020515-1	id3	246093	ENSDARG00000054823
ZDB-GENE-020515-2	lyz	677744	ENSDARG00000057789
ZDB-GENE-020516-1	mab21l1	246091	ENSDARG00000102047
ZDB-GENE-020529-1	tbx15	246222	ENSDARG00000002582
ZDB-GENE-020529-2	tbx18	572713	ENSDARG00000036930
ZDB-GENE-020530-1	ptgs1	246226	ENSDARG00000052148
ZDB-GENE-020530-2	ptgs2a	246227	ENSDARG00000004539
ZDB-GENE-020531-1	onecutl	246225	ENSDARG00000040253
ZDB-GENE-020531-2	ahr1a	246224	ENSDARG00000020046
ZDB-GENE-020604-1	myhz2	246275	ENSDARG00000012944
ZDB-GENE-020620-1	sid1	246712	ENSDARG00000095540
ZDB-GENE-020620-2	bty	246711	
ZDB-GENE-020708-1	thbs1b	561901	ENSDARG00000010785
ZDB-GENE-020708-2	thbs2a	100535241	ENSDARG00000060410
ZDB-GENE-020708-3	thbs3a	252849	ENSDARG00000077641
ZDB-GENE-020708-4	thbs4b	252850	ENSDARG00000020072
ZDB-GENE-020709-1	myo7aa	252846	ENSDARG00000099871
ZDB-GENE-020711-1	mycn	252851	ENSDARG00000006837
ZDB-GENE-020712-1	pals1a	252845	ENSDARG00000006272
ZDB-GENE-020717-1	h2az2a	252913	ENSDARG00000068820
ZDB-GENE-020731-1	pcdh10a	259186	ENSDARG00000099729
ZDB-GENE-020731-2	pcdha	259184	
ZDB-GENE-020731-4	oaz1a	259192	ENSDARG00000071403
ZDB-GENE-020731-5	oaz1b	259193	ENSDARG00000104782
ZDB-GENE-020731-6	fmr1	259191	ENSDARG00000037433
ZDB-GENE-020801-1	bbs2	259187	ENSDARG00000041621
ZDB-GENE-020801-2	malt2	259196	ENSDARG00000006052
ZDB-GENE-020801-3	prc1a	259194	ENSDARG00000100918
ZDB-GENE-020802-2	tagln2	259183	ENSDARG00000033466
ZDB-GENE-020802-3	hm13	259190	ENSDARG00000037846
ZDB-GENE-020802-4	caska	259195	ENSDARG00000059809
ZDB-GENE-020802-5	hgd	259189	ENSDARG00000058005
ZDB-GENE-020806-1	plagl2	259255	ENSDARG00000076657
ZDB-GENE-020806-2	p2rx4a	259258	ENSDARG00000044752
ZDB-GENE-020806-3	mst1	259260	ENSDARG00000103308
ZDB-GENE-020806-4	gstp1.2	79381	ENSDARG00000104068
ZDB-GENE-020806-5	esr1	259252	ENSDARG00000004111
ZDB-GENE-020808-1	cers4a	259250	ENSDARG00000031387
ZDB-GENE-020808-2	cers2a	259251	ENSDARG00000013704
ZDB-GENE-020809-1	robo4	560765	ENSDARG00000009387
ZDB-GENE-020809-2	abl2	570636	ENSDARG00000013841
ZDB-GENE-020809-3	rfc3	259256	ENSDARG00000055969
ZDB-GENE-020809-4	adcyap1a	259257	ENSDARG00000004015
ZDB-GENE-020812-1	caspb	259303	ENSDARG00000052039
ZDB-GENE-020812-2	cyp2ad2	259306	ENSDARG00000021172
ZDB-GENE-020812-3	twsg1b	259304	
ZDB-GENE-020814-1	atp5mc3b	81541	ENSDARG00000009447
ZDB-GENE-020814-2	cxadr	791793	ENSDARG00000043658
ZDB-GENE-020822-1	reln	260303	
ZDB-GENE-020828-1	has2	260350	ENSDARG00000036987
ZDB-GENE-020829-1	sim1a	260351	ENSDARG00000023316
ZDB-GENE-020905-1	atp2a1	260440	ENSDARG00000020574
ZDB-GENE-020905-2	copa	260439	ENSDARG00000004173
ZDB-GENE-020905-3	msh6	260437	ENSDARG00000104541
ZDB-GENE-020905-4	mthfd1b	260441	ENSDARG00000040492
ZDB-GENE-020905-5	prrx1a	406431	ENSDARG00000033971
ZDB-GENE-020910-1	id2a	266599	ENSDARG00000055283
ZDB-GENE-020913-1	gapdhs	406367	ENSDARG00000039914
ZDB-GENE-020916-1	guk1b	393697	ENSDARG00000005776
ZDB-GENE-020916-2	eef2k	437013	ENSDARG00000035835
ZDB-GENE-020918-1	crestinl	266634	
ZDB-GENE-020919-1	apmap	266637	ENSDARG00000017422
ZDB-GENE-020919-2	sec31a	266638	ENSDARG00000021082
ZDB-GENE-020919-3	unc45b	266640	ENSDARG00000008433
ZDB-GENE-020919-4	st8sia2	555134	ENSDARG00000018788
ZDB-GENE-020925-1	dnah9	266676	ENSDARG00000103383
ZDB-GENE-020930-1	trh	266721	ENSDARG00000006868
ZDB-GENE-021003-1	acvrl1	266753	ENSDARG00000018179
ZDB-GENE-021007-1	mapk14b	266756	ENSDARG00000028721
ZDB-GENE-021008-1	foxn1	266748	ENSDARG00000011879
ZDB-GENE-021010-1	adra2a	266750	ENSDARG00000040841
ZDB-GENE-021010-2	adra2b	266751	ENSDARG00000102096
ZDB-GENE-021010-3	adra2c	266752	ENSDARG00000069669
ZDB-GENE-021010-4	adra2da	266754	ENSDARG00000091277
ZDB-GENE-021010-5	adra2db	266755	ENSDARG00000054667
ZDB-GENE-021011-1	tram1	266757	ENSDARG00000019137
ZDB-GENE-021011-2	pak2a	266749	ENSDARG00000068177
ZDB-GENE-021015-1	gatm	266799	ENSDARG00000036239
ZDB-GENE-021015-2	ap3m1	266798	ENSDARG00000029928
ZDB-GENE-021015-3	stt3a	266797	ENSDARG00000104953
ZDB-GENE-021016-1	ccng2	266794	ENSDARG00000017602
ZDB-GENE-021016-2	sec61a1b	266796	ENSDARG00000005675
ZDB-GENE-021021-1	tlx3b	266965	ENSDARG00000017615
ZDB-GENE-021021-2	tlx1	266964	ENSDARG00000003965
ZDB-GENE-021022-2	ap3m2	415244	ENSDARG00000016128
ZDB-GENE-021022-3	kat6a	266966	ENSDARG00000018907
ZDB-GENE-021025-1	btaf1	565357	ENSDARG00000060089
ZDB-GENE-021028-1	npm1a	266985	ENSDARG00000014329
ZDB-GENE-021029-1	etf1b	266989	ENSDARG00000043976
ZDB-GENE-021030-1	lgmn	406625	ENSDARG00000039150
ZDB-GENE-021030-2	ccnf	266981	ENSDARG00000105046
ZDB-GENE-021030-3	cbsb	266987	ENSDARG00000010946
ZDB-GENE-021030-4	cad	266992	ENSDARG00000041895
ZDB-GENE-021030-5	ranbp9	558976	ENSDARG00000061048
ZDB-GENE-021031-1	neo1a	266983	ENSDARG00000102855
ZDB-GENE-021031-2	arcn1a	266982	ENSDARG00000002792
ZDB-GENE-021031-3	pwp2h	266990	ENSDARG00000037109
ZDB-GENE-021031-4	plod3	556077	ENSDARG00000076317
ZDB-GENE-021031-5	smoc2	266988	ENSDARG00000088157
ZDB-GENE-021106-1	epb41l3b	407981	ENSDARG00000019917
ZDB-GENE-021115-1	slc11a2	678623	ENSDARG00000024295
ZDB-GENE-021115-2	trpm7	280653	ENSDARG00000036232
ZDB-GENE-021115-3	rdh8a	280648	ENSDARG00000028048
ZDB-GENE-021115-4	cdon	280652	ENSDARG00000061328
ZDB-GENE-021115-5	ets1	280651	ENSDARG00000024431
ZDB-GENE-021115-6	lmo1	280646	ENSDARG00000034504
ZDB-GENE-021115-7	plk1	280649	ENSDARG00000058471
ZDB-GENE-021115-8	kars1	280647	ENSDARG00000103799
ZDB-GENE-021115-9	klf6a	280650	ENSDARG00000029072
ZDB-GENE-021118-1	has3	282555	ENSDARG00000057210
ZDB-GENE-021119-1	drd3	282554	ENSDARG00000032131
ZDB-GENE-021119-2	drd2a	282557	ENSDARG00000056926
ZDB-GENE-021120-1	c7b	570832	ENSDARG00000057121
ZDB-GENE-021120-2	grm6b	565450	ENSDARG00000025671
ZDB-GENE-021120-3	aldh3b1	282559	ENSDARG00000013839
ZDB-GENE-021125-1	smarca5	282615	ENSDARG00000052348
ZDB-GENE-021204-1	bckdk	282677	ENSDARG00000016904
ZDB-GENE-021205-1	nav3	567779	ENSDARG00000005476
ZDB-GENE-021206-1	hspd1	282676	ENSDARG00000056160
ZDB-GENE-021206-10	f7i	282671	ENSDARG00000075827
ZDB-GENE-021206-11	fbp1b	282672	ENSDARG00000020364
ZDB-GENE-021206-12	hnf1a	266961	ENSDARG00000009470
ZDB-GENE-021206-13	npc2.1	282673	ENSDARG00000090912
ZDB-GENE-021206-14	timm9	282678	ENSDARG00000043865
ZDB-GENE-021206-2	farsb	493608	ENSDARG00000016864
ZDB-GENE-021206-3	sdc2	282667	ENSDARG00000002731
ZDB-GENE-021206-4	sebox	282666	ENSDARG00000042526
ZDB-GENE-021206-7	ahcyl1	798918	ENSDARG00000056331
ZDB-GENE-021206-9	f10	282670	ENSDARG00000088581
ZDB-GENE-021209-1	mcm5	286747	ENSDARG00000019507
ZDB-GENE-021210-1	mtx1b	286740	ENSDARG00000036109
ZDB-GENE-021210-2	mtx2	286741	ENSDARG00000029415
ZDB-GENE-021210-3	mtx3	402916	ENSDARG00000090195
ZDB-GENE-021210-4	b3gnt7	286748	ENSDARG00000038489
ZDB-GENE-021211-2	msna	286739	ENSDARG00000058128
ZDB-GENE-021211-3	he1.1	569018	ENSDARG00000023656
ZDB-GENE-021212-1	ddx55	286745	ENSDARG00000009864
ZDB-GENE-021213-1	sdad1	286746	ENSDARG00000105117
ZDB-GENE-021217-1	med29	797134	ENSDARG00000026448
ZDB-GENE-021217-2	utp25	286787	ENSDARG00000017696
ZDB-GENE-021217-3	arl13b	286784	ENSDARG00000012763
ZDB-GENE-021219-1	c19h1orf109	286778	ENSDARG00000012113
ZDB-GENE-021219-2	atp6v1h	286779	ENSDARG00000006370
ZDB-GENE-021219-3	phf5a	286774	ENSDARG00000045155
ZDB-GENE-021220-1	ncs1a	393437	ENSDARG00000055229
ZDB-GENE-021220-2	ddx54	286777	ENSDARG00000105286
ZDB-GENE-021220-3	dmrt3a	450035	ENSDARG00000035290
ZDB-GENE-021220-6	ints7	286776	ENSDARG00000019300
ZDB-GENE-021223-1	dag1	286829	ENSDARG00000016153
ZDB-GENE-021223-2	mc4r	286833	ENSDARG00000015515
ZDB-GENE-021223-3	mc5ra	286834	ENSDARG00000031348
ZDB-GENE-021223-4	mc5rb	286835	ENSDARG00000054946
ZDB-GENE-021226-1	lamb1a	286830	ENSDARG00000101209
ZDB-GENE-021226-2	lamb4	286831	ENSDARG00000039133
ZDB-GENE-021226-3	lamc1	286832	ENSDARG00000036279
ZDB-GENE-021231-1	igfbp1a	317638	ENSDARG00000099351
ZDB-GENE-021231-2	tsr2	317639	ENSDARG00000005772
ZDB-GENE-021231-3	wdr43	317637	ENSDARG00000077264
ZDB-GENE-021231-4	nifk	317644	ENSDARG00000040666
ZDB-GENE-030102-1	ttc27	317640	ENSDARG00000007918
ZDB-GENE-030102-2	zcchc7	317641	ENSDARG00000055443
ZDB-GENE-030102-4	chrnb3b	317643	ENSDARG00000038508
ZDB-GENE-030103-1	ompb	317636	ENSDARG00000032380
ZDB-GENE-030103-2	phex	386969	ENSDARG00000062363
ZDB-GENE-030109-1	ruvbl2	317678	ENSDARG00000055639
ZDB-GENE-030109-2	ruvbl1	317679	ENSDARG00000002591
ZDB-GENE-030113-3	capns1a	550598	ENSDARG00000035329
ZDB-GENE-030114-1	elovl6	317738	ENSDARG00000004402
ZDB-GENE-030114-2	glud1a	317737	ENSDARG00000008816
ZDB-GENE-030114-3	suclg2	317746	ENSDARG00000044914
ZDB-GENE-030114-4	ppan	317739	ENSDARG00000022232
ZDB-GENE-030114-5	impdh2	317745	ENSDARG00000006900
ZDB-GENE-030114-6	coro1ca	317741	ENSDARG00000035598
ZDB-GENE-030114-7	lars1b	569778	ENSDARG00000019280
ZDB-GENE-030114-8	kbtbd8	559966	ENSDARG00000070698
ZDB-GENE-030114-9	pola1	317740	ENSDARG00000045308
ZDB-GENE-030115-1	gapdh	317743	ENSDARG00000043457
ZDB-GENE-030115-3	rock2a	317747	ENSDARG00000017500
ZDB-GENE-030116-1	esr2b	317733	ENSDARG00000034181
ZDB-GENE-030116-2	esr2a	317734	ENSDARG00000016454
ZDB-GENE-030116-3	scfd1	317732	ENSDARG00000000779
ZDB-GENE-030121-1	azin1b	317764	ENSDARG00000035869
ZDB-GENE-030123-1	ttk	317763	ENSDARG00000041361
